Bagnara di Romagna;RA;A551
Bagnara Calabra;RC;A552
Bagnaria Arsa;UD;A553
Bagnasco;CN;A555
Bagnatica;BG;A557
Bagni di Lucca;LU;A560
Montecatini-Terme;PT;A561
San Giuliano Terme;PI;A562
Bagno a Ripoli;FI;A564
Bagno di Romagna;FC;A565
Bagnoli Irpino;AV;A566
Bagnoli del Trigno;IS;A567
Bagnoli di Sopra;PD;A568
Bagnolo Mella;BS;A569
Bagnolo Cremasco;CR;A570
Bagnolo Piemonte;CN;A571
Bagnolo del Salento;LE;A572
Bagnolo in Piano;RE;A573
Bagnolo di Po;RO;A574
Bagnolo San Vito;MN;A575
Bagnone;MS;A576
Bagnoregio;VT;A577
Bagolino;BS;A578
Baia e Latina;CE;A579
Baiano;AV;A580
Bajardo;IM;A581
Bairo;TO;A584
Baiso;RE;A586
Balangero;TO;A587
Baldichieri d'Asti;AT;A588
Baldissero d'Alba;CN;A589
Baldissero Canavese;TO;A590
Baldissero Torinese;TO;A591
Balestrate;PA;A592
Balestrino;SV;A593
Ballabio;LC;A594
Ballao;SU;A597
Balme;TO;A599
Balmuccia;VC;A600
Balocco;VC;A601
Balsorano;AQ;A603
Balvano;PZ;A604
Balzola;AL;A605
Banari;SS;A606
Banchette;TO;A607
Villa Verde;OR;A609
Bannio Anzino;VB;A610
Banzi;PZ;A612
Baone;PD;A613
Baradili;OR;A614
Baragiano;PZ;A615
Baranello;CB;A616
Barano d'Ischia;NA;A617
Baranzate;MI;A618
Barasso;VA;A619
Baratili San Pietro;OR;A621
Barbania;TO;A625
Barbara;AN;A626
Barbarano Romano;VT;A628
Barbaresco;CN;A629
Barbariga;BS;A630
Barbata;BG;A631
Barberino di Mugello;FI;A632
Barbianello;PV;A634
Barbiano/Barbian;BZ;A635
Barbona;PD;A637
Barcellona Pozzo di Gotto;ME;A638
Barcis;PN;A640
Bard;AO;A643
Bardello;VA;A645
Bardi;PR;A646
Bardineto;SV;A647
Bardolino;VR;A650
Bardonecchia;TO;A651
Bareggio;MI;A652
Barengo;NO;A653
Baressa;OR;A655
Barete;AQ;A656
Barga;LU;A657
Bargagli;GE;A658
Barge;CN;A660
Barghe;BS;A661
Bari;BA;A662
Bari Sardo;NU;A663
Bariano;BG;A664
Baricella;BO;A665
Barile;PZ;A666
Barisciano;AQ;A667
Barlassina;MB;A668
Barletta;BT;A669
Barni;CO;A670
Barolo;CN;A671
Barone Canavese;TO;A673
Baronissi;SA;A674
Barrafranca;EN;A676
Barrali;SU;A677
Barrea;AQ;A678
Barumini;SU;A681
Barzago;LC;A683
Barzana;BG;A684
Barzanò;LC;A686
Barzio;LC;A687
Basaluzzo;AL;A689
Bascapè;PV;A690
Baschi;TR;A691
Basciano;TE;A692
Baselga di Pinè;TN;A694
Baselice;BN;A696
Basiano;MI;A697
Basicò;ME;A698
Basiglio;MI;A699
Basiliano;UD;A700
Vasanello;VT;A701
Bassano Bresciano;BS;A702
Bassano del Grappa;VI;A703
Bassano Romano;VT;A704
Tronzano Lago Maggiore;VA;A705
Bassano in Teverina;VT;A706
Bassiano;LT;A707
Bassignana;AL;A708
Bastia Mondovì;CN;A709
Bastia Umbra;PG;A710
Bastida Pancarana;PV;A712
Bastiglia;MO;A713
Battaglia Terme;PD;A714
Battifollo;CN;A716
Battipaglia;SA;A717
Battuda;PV;A718
Baucina;PA;A719
Boville Ernica;FR;A720
Bauladu;OR;A721
Baunei;NU;A722
Baveno;VB;A725
Bedero Valcuvia;VA;A728
Bedizzole;BS;A729
Bedollo;TN;A730
Bedonia;PR;A731
Bedulita;BG;A732
Bee;VB;A733
Beinasco;TO;A734
Beinette;CN;A735
Belcastro;CZ;A736
Belfiore;VR;A737
Belforte Monferrato;AL;A738
Belforte del Chienti;MC;A739
Belforte all'Isauro;PU;A740
Belgioioso;PV;A741
Belgirate;VB;A742
Bella;PZ;A743
Bellano;LC;A745
Bellante;TE;A746
Bellaria-Igea Marina;RN;A747
Bellegra;RM;A749
Bellino;CN;A750
Bellinzago Lombardo;MI;A751
Bellinzago Novarese;NO;A752
Bellona;CE;A755
Bellosguardo;SA;A756
Belluno;BL;A757
Bellusco;MB;A759
Belmonte Piceno;FM;A760
Belmonte del Sannio;IS;A761
Belmonte Calabro;CS;A762
Belmonte Castello;FR;A763
Belmonte Mezzagno;PA;A764
Belmonte in Sabina;RI;A765
Belpasso;CT;A766
Belsito;CS;A768
Belvedere Ostrense;AN;A769
Belveglio;AT;A770
Lizzano in Belvedere;BO;A771
Belvedere di Spinello;KR;A772
Belvedere Marittimo;CS;A773
Belvedere Langhe;CN;A774
Belvì;NU;A776
Bema;SO;A777
Bene Lario;CO;A778
Bene Vagienna;CN;A779
Benestare;RC;A780
Benetutti;SS;A781
Benevello;CN;A782
Benevento;BN;A783
Benna;BI;A784
Bentivoglio;BO;A785
Berbenno;BG;A786
Berbenno di Valtellina;SO;A787
Berceto;PR;A788
Berchidda;SS;A789
Beregazzo con Figliaro;CO;A791
Bereguardo;PV;A792
Bergamasco;AL;A793
Bergamo;BG;A794
Bergantino;RO;A795
Bergeggi;SV;A796
Bergolo;CN;A798
Berlingo;BS;A799
Bernalda;MT;A801
Bernareggio;MB;A802
Bernate Ticino;MI;A804
Bernezzo;CN;A805
Bertinoro;FC;A809
Bertiolo;UD;A810
Bertonico;LO;A811
Berzano di San Pietro;AT;A812
Berzano di Tortona;AL;A813
Berzo San Fermo;BG;A815
Berzo Demo;BS;A816
Berzo Inferiore;BS;A817
Besana in Brianza;MB;A818
Besano;VA;A819
Besate;MI;A820
Besenello;TN;A821
Besenzone;PC;A823
Besnate;VA;A825
Besozzo;VA;A826
Bessude;SS;A827
Bettola;PC;A831
Bettona;PG;A832
Beura-Cardezza;VB;A834
Bevagna;PG;A835
Beverino;SP;A836
Bevilacqua;VR;A837
Biancavilla;CT;A841
Bianchi;CS;A842
Bianco;RC;A843
Biandrate;NO;A844
Biandronno;VA;A845
Bianzano;BG;A846
Bianzè;VC;A847
Bianzone;SO;A848
Biassono;MB;A849
Bibbiano;RE;A850
Bibbiena;AR;A851
Bibbona;LI;A852
Bibiana;TO;A853
Biccari;FG;A854
Bicinicco;UD;A855
Bidonì;OR;A856
Blera;VT;A857
Biella;BI;A859
Bienno;BS;A861
Bieno;TN;A863
Bientina;PI;A864
Binago;CO;A870
Binasco;MI;A872
Binetto;BA;A874
Bioglio;BI;A876
Bionaz;AO;A877
Bione;BS;A878
Birori;NU;A880
Bisaccia;AV;A881
Bisacquino;PA;A882
Bisceglie;BT;A883
Bisegna;AQ;A884
Bisenti;TE;A885
Bisignano;CS;A887
Bistagno;AL;A889
Bisuschio;VA;A891
Bitetto;BA;A892
Bitonto;BA;A893
Bitritto;BA;A894
Bitti;NU;A895
Bivona;AG;A896
Bivongi;RC;A897
Bizzarone;CO;A898
Bleggio Superiore;TN;A902
Blello;BG;A903
Blessagno;CO;A904
Blevio;CO;A905
Boara Pisani;PD;A906
Bobbio;PC;A909
Bobbio Pellice;TO;A910
Boca;NO;A911
Bocchigliero;CS;A912
Boccioleto;VC;A914
Bocenago;TN;A916
Bodio Lomnago;VA;A918
Boffalora d'Adda;LO;A919
Boffalora sopra Ticino;MI;A920
Bogliasco;GE;A922
Bognanco;VB;A925
Bogogno;NO;A929
Bojano;CB;A930
Boissano;SV;A931
Bolano;SP;A932
Bolgare;BG;A937
Bollate;MI;A940
Bollengo;TO;A941
Nova Siri;MT;A942
Bologna;BO;A944
Bolognano;PE;A945
Bolognetta;PA;A946
Bolognola;MC;A947
Bolotana;NU;A948
Bolsena;VT;A949
Boltiere;BG;A950
Bolzano/Bozen;BZ;A952
Bolzano Novarese;NO;A953
Bolzano Vicentino;VI;A954
Bomarzo;VT;A955
Bomba;CH;A956
Bompensiere;CL;A957
Bompietro;PA;A958
Bomporto;MO;A959
Bonarcado;OR;A960
Bonassola;SP;A961
Bonate Sotto;BG;A962
Bonate Sopra;BG;A963
Bonavigo;VR;A964
Bondeno;FE;A965
Bondone;TN;A968
Bonea;BN;A970
Bonefro;CB;A971
Bonemerse;CR;A972
Bonifati;CS;A973
Bonito;AV;A975
Bonnanaro;SS;A976
Bono;SS;A977
Bonorva;SS;A978
Bonvicino;CN;A979
Borbona;RI;A981
Borca di Cadore;BL;A982
Bordano;UD;A983
Bordighera;IM;A984
Bordolano;CR;A986
Bore;PR;A987
Boretto;RE;A988
Borgarello;PV;A989
Borgaro Torinese;TO;A990
Borgetto;PA;A991
Borghetto di Vara;SP;A992
Borghetto d'Arroscia;IM;A993
Borghetto Lodigiano;LO;A995
Borgo Velino;RI;A996
Borghetto di Borbera;AL;A998
Borghetto Santo Spirito;SV;A999
